Word,NumPostings,Percentage,Country,Search Term
Team,134,84.81012658227849,AUS,Data Scientist
Python,103,65.18987341772151,AUS,Data Scientist
Analytics,91,57.59493670886076,AUS,Data Scientist
SQL,72,45.56962025316456,AUS,Data Scientist
R,71,44.936708860759495,AUS,Data Scientist
Communication,66,41.77215189873418,AUS,Data Scientist
Stakeholders,61,38.607594936708864,AUS,Data Scientist
Statistics,60,37.9746835443038,AUS,Data Scientist
Analytical,59,37.34177215189873,AUS,Data Scientist
Research,56,35.443037974683534,AUS,Data Scientist
Client,54,34.17721518987341,AUS,Data Scientist
Degree,54,34.17721518987341,AUS,Data Scientist
Deep,50,31.645569620253173,AUS,Data Scientist
Cloud,45,28.481012658227854,AUS,Data Scientist
Algorithms,44,27.848101265822788,AUS,Data Scientist
Programming,44,27.848101265822788,AUS,Data Scientist
Mathematics,40,25.31645569620253,AUS,Data Scientist
Predictive,37,23.417721518987346,AUS,Data Scientist
Strategy,36,22.78481012658228,AUS,Data Scientist
Collaborative,32,20.253164556962027,AUS,Data Scientist
Written,31,19.620253164556967,AUS,Data Scientist
Production,30,18.9873417721519,AUS,Data Scientist
PhD,30,18.9873417721519,AUS,Data Scientist
Tableau,26,16.455696202531644,AUS,Data Scientist
Spark,25,15.822784810126587,AUS,Data Scientist
Marketing,24,15.189873417721516,AUS,Data Scientist
AWS,24,15.189873417721516,AUS,Data Scientist
Recommendations,23,14.556962025316455,AUS,Data Scientist
Communicate,23,14.556962025316455,AUS,Data Scientist
Java,23,14.556962025316455,AUS,Data Scientist
Collaborate,22,13.924050632911394,AUS,Data Scientist
Azure,22,13.924050632911394,AUS,Data Scientist
Sales,21,13.291139240506327,AUS,Data Scientist
Business Intelligence (BI),21,13.291139240506327,AUS,Data Scientist
Date,21,13.291139240506327,AUS,Data Scientist
Masters,20,12.658227848101266,AUS,Data Scientist
Hadoop,19,12.025316455696206,AUS,Data Scientist
ETL,19,12.025316455696206,AUS,Data Scientist
Deployment,19,12.025316455696206,AUS,Data Scientist
End-to-End,19,12.025316455696206,AUS,Data Scientist
Mining,19,12.025316455696206,AUS,Data Scientist
Integration,19,12.025316455696206,AUS,Data Scientist
Google,18,11.39240506329114,AUS,Data Scientist
Collaboration,18,11.39240506329114,AUS,Data Scientist
Database,18,11.39240506329114,AUS,Data Scientist
Finance,18,11.39240506329114,AUS,Data Scientist
Presentation,18,11.39240506329114,AUS,Data Scientist
Verbal,18,11.39240506329114,AUS,Data Scientist
Pipelines,18,11.39240506329114,AUS,Data Scientist
Visualization,17,10.759493670886075,AUS,Data Scientist
Insight,17,10.759493670886075,AUS,Data Scientist
Bachelor,17,10.759493670886075,AUS,Data Scientist
Reports,17,10.759493670886075,AUS,Data Scientist
Trends,17,10.759493670886075,AUS,Data Scientist
Scala,17,10.759493670886075,AUS,Data Scientist
Government,17,10.759493670886075,AUS,Data Scientist
Detail,16,10.126582278481012,AUS,Data Scientist
Source,16,10.126582278481012,AUS,Data Scientist
Master,16,10.126582278481012,AUS,Data Scientist
Deploy,15,9.49367088607595,AUS,Data Scientist
Clustering,15,9.49367088607595,AUS,Data Scientist
SAS,15,9.49367088607595,AUS,Data Scientist
Data Driven,15,9.49367088607595,AUS,Data Scientist
Pipeline,15,9.49367088607595,AUS,Data Scientist
NoSQL,14,8.860759493670884,AUS,Data Scientist
Natural,14,8.860759493670884,AUS,Data Scientist
Coding,14,8.860759493670884,AUS,Data Scientist
Classification,14,8.860759493670884,AUS,Data Scientist
Actionable,14,8.860759493670884,AUS,Data Scientist
Enterprise,14,8.860759493670884,AUS,Data Scientist
Functional,14,8.860759493670884,AUS,Data Scientist
Deploying,14,8.860759493670884,AUS,Data Scientist
Optimization,13,8.227848101265822,AUS,Data Scientist
Economics,13,8.227848101265822,AUS,Data Scientist
Problem Solving,13,8.227848101265822,AUS,Data Scientist
Scripting,13,8.227848101265822,AUS,Data Scientist
Excel,13,8.227848101265822,AUS,Data Scientist
Microsoft,13,8.227848101265822,AUS,Data Scientist
NLP,13,8.227848101265822,AUS,Data Scientist
Dashboards,12,7.594936708860758,AUS,Data Scientist
TensorFlow,12,7.594936708860758,AUS,Data Scientist
Feature,12,7.594936708860758,AUS,Data Scientist
C++,11,6.962025316455697,AUS,Data Scientist
Recommendation,11,6.962025316455697,AUS,Data Scientist
Insurance,11,6.962025316455697,AUS,Data Scientist
Documentation,10,6.329113924050633,AUS,Data Scientist
Presentations,10,6.329113924050633,AUS,Data Scientist
Cross Functional,10,6.329113924050633,AUS,Data Scientist
Cutting Edge,10,6.329113924050633,AUS,Data Scientist
Text,10,6.329113924050633,AUS,Data Scientist
Confidence,10,6.329113924050633,AUS,Data Scientist
Corporate,10,6.329113924050633,AUS,Data Scientist
Large Scale,10,6.329113924050633,AUS,Data Scientist
Presenting,10,6.329113924050633,AUS,Data Scientist
Ph.D.,10,6.329113924050633,AUS,Data Scientist
Recognition,10,6.329113924050633,AUS,Data Scientist
Mentor,10,6.329113924050633,AUS,Data Scientist
Interpret,10,6.329113924050633,AUS,Data Scientist
Neural,10,6.329113924050633,AUS,Data Scientist
Manipulation,10,6.329113924050633,AUS,Data Scientist
Accuracy,10,6.329113924050633,AUS,Data Scientist
Mentoring,9,5.69620253164557,AUS,Data Scientist
Maintenance,9,5.69620253164557,AUS,Data Scientist
A/B Testing,9,5.69620253164557,AUS,Data Scientist
Extract,9,5.69620253164557,AUS,Data Scientist
PyTorch,9,5.69620253164557,AUS,Data Scientist
Medical,9,5.69620253164557,AUS,Data Scientist
Queries,9,5.69620253164557,AUS,Data Scientist
Selection,9,5.69620253164557,AUS,Data Scientist
Pricing,9,5.69620253164557,AUS,Data Scientist
Attention,9,5.69620253164557,AUS,Data Scientist
Querying,8,5.063291139240507,AUS,Data Scientist
Query,8,5.063291139240507,AUS,Data Scientist
Shell,8,5.063291139240507,AUS,Data Scientist
Google Cloud Platform (GCP),8,5.063291139240507,AUS,Data Scientist
Hive,8,5.063291139240507,AUS,Data Scientist
Docker,8,5.063291139240507,AUS,Data Scientist
Trees,8,5.063291139240507,AUS,Data Scientist
APIs,8,5.063291139240507,AUS,Data Scientist
Teamwork,7,4.4303797468354436,AUS,Data Scientist
Bachelors,7,4.4303797468354436,AUS,Data Scientist
Keras,7,4.4303797468354436,AUS,Data Scientist
Linear,7,4.4303797468354436,AUS,Data Scientist
Decision Making,7,4.4303797468354436,AUS,Data Scientist
Retention,7,4.4303797468354436,AUS,Data Scientist
Cloud-Based,7,4.4303797468354436,AUS,Data Scientist
Report,6,3.79746835443038,AUS,Data Scientist
NumPy,6,3.79746835443038,AUS,Data Scientist
Apache,6,3.79746835443038,AUS,Data Scientist
Pandas,6,3.79746835443038,AUS,Data Scientist
Collaborating,6,3.79746835443038,AUS,Data Scientist
BigQuery,6,3.79746835443038,AUS,Data Scientist
Communicating,6,3.79746835443038,AUS,Data Scientist
Revenue,6,3.79746835443038,AUS,Data Scientist
Image,6,3.79746835443038,AUS,Data Scientist
Kaggle,6,3.79746835443038,AUS,Data Scientist
Postgresql,6,3.79746835443038,AUS,Data Scientist
Architect,6,3.79746835443038,AUS,Data Scientist
Certification,6,3.79746835443038,AUS,Data Scientist
Hypotheses,6,3.79746835443038,AUS,Data Scientist
Identifying,6,3.79746835443038,AUS,Data Scientist
RDBMS,6,3.79746835443038,AUS,Data Scientist
C/C++,5,3.1645569620253164,AUS,Data Scientist
Matlab,5,3.1645569620253164,AUS,Data Scientist
C,5,3.1645569620253164,AUS,Data Scientist
Spotfire,5,3.1645569620253164,AUS,Data Scientist
Inference,5,3.1645569620253164,AUS,Data Scientist
Airflow,5,3.1645569620253164,AUS,Data Scientist
SPSS,5,3.1645569620253164,AUS,Data Scientist
GIT,5,3.1645569620253164,AUS,Data Scientist
CI/CD,5,3.1645569620253164,AUS,Data Scientist
API,5,3.1645569620253164,AUS,Data Scientist
Machine Learning,5,3.1645569620253164,AUS,Data Scientist
Physics,5,3.1645569620253164,AUS,Data Scientist
Automate,5,3.1645569620253164,AUS,Data Scientist
Hypothesis,5,3.1645569620253164,AUS,Data Scientist
Math,5,3.1645569620253164,AUS,Data Scientist
Reading,4,2.5316455696202533,AUS,Data Scientist
Deadlines,4,2.5316455696202533,AUS,Data Scientist
Linux,4,2.5316455696202533,AUS,Data Scientist
IOT,4,2.5316455696202533,AUS,Data Scientist
Coordinate,4,2.5316455696202533,AUS,Data Scientist
Python/R,4,2.5316455696202533,AUS,Data Scientist
Dashboard,4,2.5316455696202533,AUS,Data Scientist
JavaScript,4,2.5316455696202533,AUS,Data Scientist
Teradata,4,2.5316455696202533,AUS,Data Scientist
Integrating,4,2.5316455696202533,AUS,Data Scientist
Speaking,4,2.5316455696202533,AUS,Data Scientist
Powerbi,4,2.5316455696202533,AUS,Data Scientist
Multivariate,4,2.5316455696202533,AUS,Data Scientist
Shiny,4,2.5316455696202533,AUS,Data Scientist
Extraction,4,2.5316455696202533,AUS,Data Scientist
Unsupervised,4,2.5316455696202533,AUS,Data Scientist
E-Commerce,4,2.5316455696202533,AUS,Data Scientist
Matplotlib,4,2.5316455696202533,AUS,Data Scientist
Time-series,4,2.5316455696202533,AUS,Data Scientist
MongoDB,4,2.5316455696202533,AUS,Data Scientist
HTTP,4,2.5316455696202533,AUS,Data Scientist
Cleaning,3,1.8987341772151896,AUS,Data Scientist
Geospatial,3,1.8987341772151896,AUS,Data Scientist
Perl,3,1.8987341772151896,AUS,Data Scientist
Redshift,3,1.8987341772151896,AUS,Data Scientist
Cassandra,3,1.8987341772151896,AUS,Data Scientist
Reinforcement,3,1.8987341772151896,AUS,Data Scientist
MySQL,3,1.8987341772151896,AUS,Data Scientist
Validating,3,1.8987341772151896,AUS,Data Scientist
Probability,3,1.8987341772151896,AUS,Data Scientist
Ensemble,3,1.8987341772151896,AUS,Data Scientist
Deep-Learning,3,1.8987341772151896,AUS,Data Scientist
Relational,3,1.8987341772151896,AUS,Data Scientist
Analyze,3,1.8987341772151896,AUS,Data Scientist
SageMaker,3,1.8987341772151896,AUS,Data Scientist
Supervised,3,1.8987341772151896,AUS,Data Scientist
Forest,3,1.8987341772151896,AUS,Data Scientist
Trade,3,1.8987341772151896,AUS,Data Scientist
CRM,3,1.8987341772151896,AUS,Data Scientist
Profitability,3,1.8987341772151896,AUS,Data Scientist
AI/ML,3,1.8987341772151896,AUS,Data Scientist
Correlation,3,1.8987341772151896,AUS,Data Scientist
XGBoost,3,1.8987341772151896,AUS,Data Scientist
Genomics,2,1.2658227848101269,AUS,Data Scientist
UX,2,1.2658227848101269,AUS,Data Scientist
Distribution,2,1.2658227848101269,AUS,Data Scientist
Algebra,2,1.2658227848101269,AUS,Data Scientist
Population,2,1.2658227848101269,AUS,Data Scientist
Pharmaceutical,2,1.2658227848101269,AUS,Data Scientist
Robotics,2,1.2658227848101269,AUS,Data Scientist
EMR,2,1.2658227848101269,AUS,Data Scientist
Probabilistic,2,1.2658227848101269,AUS,Data Scientist
Descriptive,2,1.2658227848101269,AUS,Data Scientist
Matrix,2,1.2658227848101269,AUS,Data Scientist
Bioinformatics,2,1.2658227848101269,AUS,Data Scientist
Prescriptive,2,1.2658227848101269,AUS,Data Scientist
ROI,2,1.2658227848101269,AUS,Data Scientist
Vector,2,1.2658227848101269,AUS,Data Scientist
Stochastic,2,1.2658227848101269,AUS,Data Scientist
Bayesian,2,1.2658227848101269,AUS,Data Scientist
Presto,2,1.2658227848101269,AUS,Data Scientist
Pig,2,1.2658227848101269,AUS,Data Scientist
Stata,2,1.2658227848101269,AUS,Data Scientist
Extracting,2,1.2658227848101269,AUS,Data Scientist
EDA,2,1.2658227848101269,AUS,Data Scientist
Tree,2,1.2658227848101269,AUS,Data Scientist
EC2,2,1.2658227848101269,AUS,Data Scientist
Gradient,2,1.2658227848101269,AUS,Data Scientist
Wrangling,2,1.2658227848101269,AUS,Data Scientist
Prototype,2,1.2658227848101269,AUS,Data Scientist
Looker,2,1.2658227848101269,AUS,Data Scientist
GO,2,1.2658227848101269,AUS,Data Scientist
Julia,2,1.2658227848101269,AUS,Data Scientist
Plotly,1,0.6329113924050633,AUS,Data Scientist
Recommend,1,0.6329113924050633,AUS,Data Scientist
OpenCV,1,0.6329113924050633,AUS,Data Scientist
Caffe,1,0.6329113924050633,AUS,Data Scientist
NLTK,1,0.6329113924050633,AUS,Data Scientist
sklearn,1,0.6329113924050633,AUS,Data Scientist
Prototypes,1,0.6329113924050633,AUS,Data Scientist
KPIs,1,0.6329113924050633,AUS,Data Scientist
Prediction,1,0.6329113924050633,AUS,Data Scientist
Calculus,1,0.6329113924050633,AUS,Data Scientist
Visualizations,1,0.6329113924050633,AUS,Data Scientist
Populations,1,0.6329113924050633,AUS,Data Scientist
Sampling,1,0.6329113924050633,AUS,Data Scientist
Clean,1,0.6329113924050633,AUS,Data Scientist
Spreadsheet,1,0.6329113924050633,AUS,Data Scientist
Jupyter,1,0.6329113924050633,AUS,Data Scientist
Markov,1,0.6329113924050633,AUS,Data Scientist
Rank,1,0.6329113924050633,AUS,Data Scientist
Columnar,1,0.6329113924050633,AUS,Data Scientist
ggplot,1,0.6329113924050633,AUS,Data Scientist
PCA,1,0.6329113924050633,AUS,Data Scientist
Generative,1,0.6329113924050633,AUS,Data Scientist
spaCy,1,0.6329113924050633,AUS,Data Scientist
Modules,1,0.6329113924050633,AUS,Data Scientist
Matching,1,0.6329113924050633,AUS,Data Scientist
GitHub,1,0.6329113924050633,AUS,Data Scientist
Decision Makers,1,0.6329113924050633,AUS,Data Scientist
Oozie,1,0.6329113924050633,AUS,Data Scientist
SR.,1,0.6329113924050633,AUS,Data Scientist
Behaviors,1,0.6329113924050633,AUS,Data Scientist
MapReduce,1,0.6329113924050633,AUS,Data Scientist
Scrum,1,0.6329113924050633,AUS,Data Scientist
Ansible,1,0.6329113924050633,AUS,Data Scientist
Informatics,1,0.6329113924050633,AUS,Data Scientist
CS,1,0.6329113924050633,AUS,Data Scientist
ANOVA,1,0.6329113924050633,AUS,Data Scientist
CRO (Conversion Rate Optimization),1,0.6329113924050633,AUS,Data Scientist
STEM,1,0.6329113924050633,AUS,Data Scientist
Kinesis,1,0.6329113924050633,AUS,Data Scientist
Biology,1,0.6329113924050633,AUS,Data Scientist
SSRS,1,0.6329113924050633,AUS,Data Scientist
DynamoDB,1,0.6329113924050633,AUS,Data Scientist
Postgres,1,0.6329113924050633,AUS,Data Scientist
Biotech,1,0.6329113924050633,AUS,Data Scientist
Distributions,1,0.6329113924050633,AUS,Data Scientist
CAFFE,1,0.6329113924050633,AUS,Data Scientist
Notebooks,1,0.6329113924050633,AUS,Data Scientist
Team,302,88.56304985337243,CAN,Data Scientist
Python,237,69.50146627565982,CAN,Data Scientist
Degree,205,60.117302052785924,CAN,Data Scientist
Analytics,192,56.304985337243394,CAN,Data Scientist
Communication,170,49.8533724340176,CAN,Data Scientist
SQL,154,45.161290322580655,CAN,Data Scientist
Statistics,151,44.28152492668622,CAN,Data Scientist
Research,147,43.10850439882698,CAN,Data Scientist
R,129,37.82991202346041,CAN,Data Scientist
Programming,125,36.65689149560117,CAN,Data Scientist
Deep,123,36.07038123167155,CAN,Data Scientist
Cloud,120,35.190615835777116,CAN,Data Scientist
Stakeholders,117,34.3108504398827,CAN,Data Scientist
Analytical,115,33.72434017595308,CAN,Data Scientist
Written,110,32.25806451612903,CAN,Data Scientist
Algorithms,106,31.085043988269803,CAN,Data Scientist
Collaborate,105,30.791788856304983,CAN,Data Scientist
Mathematics,102,29.912023460410555,CAN,Data Scientist
Communicate,95,27.85923753665689,CAN,Data Scientist
Production,94,27.56598240469208,CAN,Data Scientist
Visualization,90,26.392961876832853,CAN,Data Scientist
Master,87,25.51319648093841,CAN,Data Scientist
Analyze,87,25.51319648093841,CAN,Data Scientist
Predictive,84,24.633431085043988,CAN,Data Scientist
Spark,83,24.340175953079182,CAN,Data Scientist
AWS,81,23.75366568914956,CAN,Data Scientist
Collaboration,81,23.75366568914956,CAN,Data Scientist
Bachelor,79,23.167155425219946,CAN,Data Scientist
Collaborative,75,21.994134897360702,CAN,Data Scientist
Mining,70,20.527859237536656,CAN,Data Scientist
TensorFlow,68,19.941348973607038,CAN,Data Scientist
Strategy,66,19.354838709677423,CAN,Data Scientist
Reports,66,19.354838709677423,CAN,Data Scientist
Optimization,66,19.354838709677423,CAN,Data Scientist
Marketing,63,18.475073313782996,CAN,Data Scientist
Pipelines,62,18.181818181818183,CAN,Data Scientist
Recommendations,62,18.181818181818183,CAN,Data Scientist
Actionable,60,17.595307917888558,CAN,Data Scientist
Client,59,17.302052785923753,CAN,Data Scientist
Natural,58,17.008797653958947,CAN,Data Scientist
Enterprise,57,16.715542521994134,CAN,Data Scientist
Java,57,16.715542521994134,CAN,Data Scientist
Tableau,56,16.42228739002932,CAN,Data Scientist
PhD,56,16.42228739002932,CAN,Data Scientist
Azure,55,16.129032258064516,CAN,Data Scientist
Selection,55,16.129032258064516,CAN,Data Scientist
Verbal,53,15.542521994134898,CAN,Data Scientist
Hadoop,51,14.956011730205278,CAN,Data Scientist
Dashboards,51,14.956011730205278,CAN,Data Scientist
Source,51,14.956011730205278,CAN,Data Scientist
Documentation,51,14.956011730205278,CAN,Data Scientist
Business Intelligence (BI),50,14.662756598240467,CAN,Data Scientist
Trends,50,14.662756598240467,CAN,Data Scientist
Google,48,14.076246334310849,CAN,Data Scientist
PyTorch,48,14.076246334310849,CAN,Data Scientist
Coding,44,12.903225806451614,CAN,Data Scientist
Data Driven,44,12.903225806451614,CAN,Data Scientist
Date,42,12.316715542521994,CAN,Data Scientist
Database,42,12.316715542521994,CAN,Data Scientist
Cross Functional,42,12.316715542521994,CAN,Data Scientist
Deployment,41,12.023460410557187,CAN,Data Scientist
Functional,41,12.023460410557187,CAN,Data Scientist
Deploy,40,11.730205278592374,CAN,Data Scientist
Neural,40,11.730205278592374,CAN,Data Scientist
Detail,39,11.436950146627565,CAN,Data Scientist
Problem Solving,39,11.436950146627565,CAN,Data Scientist
Dental,39,11.436950146627565,CAN,Data Scientist
C,38,11.143695014662757,CAN,Data Scientist
Report,37,10.850439882697945,CAN,Data Scientist
Sales,37,10.850439882697945,CAN,Data Scientist
Integration,37,10.850439882697945,CAN,Data Scientist
Pipeline,36,10.557184750733137,CAN,Data Scientist
Math,35,10.263929618768328,CAN,Data Scientist
C++,34,9.970674486803519,CAN,Data Scientist
Classification,34,9.970674486803519,CAN,Data Scientist
Accuracy,34,9.970674486803519,CAN,Data Scientist
Mentor,33,9.677419354838712,CAN,Data Scientist
Masters,33,9.677419354838712,CAN,Data Scientist
Insurance,32,9.384164222873899,CAN,Data Scientist
Medical,32,9.384164222873899,CAN,Data Scientist
Decision Making,32,9.384164222873899,CAN,Data Scientist
Keras,31,9.090909090909092,CAN,Data Scientist
Attention,31,9.090909090909092,CAN,Data Scientist
GO,30,8.797653958944279,CAN,Data Scientist
Presentations,30,8.797653958944279,CAN,Data Scientist
Scala,30,8.797653958944279,CAN,Data Scientist
Insight,30,8.797653958944279,CAN,Data Scientist
Presentation,30,8.797653958944279,CAN,Data Scientist
Google Cloud Platform (GCP),30,8.797653958944279,CAN,Data Scientist
Identifying,29,8.504398826979473,CAN,Data Scientist
Deploying,29,8.504398826979473,CAN,Data Scientist
Maintenance,29,8.504398826979473,CAN,Data Scientist
ETL,29,8.504398826979473,CAN,Data Scientist
Microsoft,29,8.504398826979473,CAN,Data Scientist
Hive,29,8.504398826979473,CAN,Data Scientist
Excel,29,8.504398826979473,CAN,Data Scientist
NLP,28,8.21114369501466,CAN,Data Scientist
Economics,28,8.21114369501466,CAN,Data Scientist
Extract,28,8.21114369501466,CAN,Data Scientist
Pandas,28,8.21114369501466,CAN,Data Scientist
Relational,28,8.21114369501466,CAN,Data Scientist
End-to-End,28,8.21114369501466,CAN,Data Scientist
GIT,27,7.917888563049853,CAN,Data Scientist
NumPy,27,7.917888563049853,CAN,Data Scientist
Feature,27,7.917888563049853,CAN,Data Scientist
NoSQL,27,7.917888563049853,CAN,Data Scientist
Scripting,27,7.917888563049853,CAN,Data Scientist
Mentoring,27,7.917888563049853,CAN,Data Scientist
Automate,27,7.917888563049853,CAN,Data Scientist
Revenue,26,7.624633431085044,CAN,Data Scientist
Finance,26,7.624633431085044,CAN,Data Scientist
Cutting Edge,26,7.624633431085044,CAN,Data Scientist
Corporate,26,7.624633431085044,CAN,Data Scientist
SAS,25,7.331378299120233,CAN,Data Scientist
Recognition,25,7.331378299120233,CAN,Data Scientist
Coordinate,25,7.331378299120233,CAN,Data Scientist
Queries,24,7.038123167155424,CAN,Data Scientist
Apache,24,7.038123167155424,CAN,Data Scientist
Extraction,24,7.038123167155424,CAN,Data Scientist
Large Scale,23,6.744868035190616,CAN,Data Scientist
Docker,23,6.744868035190616,CAN,Data Scientist
Supervised,23,6.744868035190616,CAN,Data Scientist
APIs,23,6.744868035190616,CAN,Data Scientist
Inference,23,6.744868035190616,CAN,Data Scientist
A/B Testing,23,6.744868035190616,CAN,Data Scientist
Ph.D.,23,6.744868035190616,CAN,Data Scientist
Presenting,23,6.744868035190616,CAN,Data Scientist
Physics,22,6.451612903225807,CAN,Data Scientist
JavaScript,22,6.451612903225807,CAN,Data Scientist
Deadlines,22,6.451612903225807,CAN,Data Scientist
Architect,22,6.451612903225807,CAN,Data Scientist
Clustering,22,6.451612903225807,CAN,Data Scientist
Text,21,6.158357771260997,CAN,Data Scientist
Visualizations,20,5.865102639296187,CAN,Data Scientist
Clean,19,5.571847507331379,CAN,Data Scientist
API,18,5.278592375366569,CAN,Data Scientist
Recommend,18,5.278592375366569,CAN,Data Scientist
Image,18,5.278592375366569,CAN,Data Scientist
Query,18,5.278592375366569,CAN,Data Scientist
Matlab,17,4.98533724340176,CAN,Data Scientist
KPIs,16,4.6920821114369495,CAN,Data Scientist
Government,16,4.6920821114369495,CAN,Data Scientist
Recommendation,16,4.6920821114369495,CAN,Data Scientist
Linux,16,4.6920821114369495,CAN,Data Scientist
Matching,15,4.3988269794721395,CAN,Data Scientist
Collaborating,15,4.3988269794721395,CAN,Data Scientist
Looker,15,4.3988269794721395,CAN,Data Scientist
Cloud-Based,15,4.3988269794721395,CAN,Data Scientist
Manipulation,15,4.3988269794721395,CAN,Data Scientist
Unsupervised,15,4.3988269794721395,CAN,Data Scientist
French,14,4.10557184750733,CAN,Data Scientist
Interpret,14,4.10557184750733,CAN,Data Scientist
Confidence,14,4.10557184750733,CAN,Data Scientist
CI/CD,14,4.10557184750733,CAN,Data Scientist
IOT,14,4.10557184750733,CAN,Data Scientist
Prototype,14,4.10557184750733,CAN,Data Scientist
Communicating,13,3.812316715542522,CAN,Data Scientist
Prediction,13,3.812316715542522,CAN,Data Scientist
GitHub,13,3.812316715542522,CAN,Data Scientist
Reinforcement,13,3.812316715542522,CAN,Data Scientist
Redshift,13,3.812316715542522,CAN,Data Scientist
Retention,13,3.812316715542522,CAN,Data Scientist
MySQL,13,3.812316715542522,CAN,Data Scientist
Validating,13,3.812316715542522,CAN,Data Scientist
Hypotheses,12,3.5190615835777126,CAN,Data Scientist
Jupyter,12,3.5190615835777126,CAN,Data Scientist
Reading,12,3.5190615835777126,CAN,Data Scientist
Pricing,12,3.5190615835777126,CAN,Data Scientist
Teamwork,12,3.5190615835777126,CAN,Data Scientist
C/C++,12,3.5190615835777126,CAN,Data Scientist
Querying,12,3.5190615835777126,CAN,Data Scientist
EMR,11,3.2258064516129035,CAN,Data Scientist
E-Commerce,11,3.2258064516129035,CAN,Data Scientist
Trees,11,3.2258064516129035,CAN,Data Scientist
Integrating,11,3.2258064516129035,CAN,Data Scientist
Sample,11,3.2258064516129035,CAN,Data Scientist
BS,11,3.2258064516129035,CAN,Data Scientist
Powerbi,10,2.9325513196480935,CAN,Data Scientist
Prototypes,10,2.9325513196480935,CAN,Data Scientist
Linear,10,2.9325513196480935,CAN,Data Scientist
Cassandra,10,2.9325513196480935,CAN,Data Scientist
Airflow,10,2.9325513196480935,CAN,Data Scientist
MBA,10,2.9325513196480935,CAN,Data Scientist
Scrum,10,2.9325513196480935,CAN,Data Scientist
Bayesian,10,2.9325513196480935,CAN,Data Scientist
Distributions,9,2.6392961876832843,CAN,Data Scientist
Informatics,9,2.6392961876832843,CAN,Data Scientist
Bachelors,9,2.6392961876832843,CAN,Data Scientist
CRM,9,2.6392961876832843,CAN,Data Scientist
Forest,9,2.6392961876832843,CAN,Data Scientist
Cleaning,9,2.6392961876832843,CAN,Data Scientist
Tree,9,2.6392961876832843,CAN,Data Scientist
Postgres,9,2.6392961876832843,CAN,Data Scientist
Machine Learning,9,2.6392961876832843,CAN,Data Scientist
Genetics,9,2.6392961876832843,CAN,Data Scientist
Probability,9,2.6392961876832843,CAN,Data Scientist
NLTK,8,2.3460410557184748,CAN,Data Scientist
scipy,8,2.3460410557184748,CAN,Data Scientist
Redis,8,2.3460410557184748,CAN,Data Scientist
SageMaker,8,2.3460410557184748,CAN,Data Scientist
React,8,2.3460410557184748,CAN,Data Scientist
Certification,8,2.3460410557184748,CAN,Data Scientist
SPSS,8,2.3460410557184748,CAN,Data Scientist
XGBoost,8,2.3460410557184748,CAN,Data Scientist
ggplot,8,2.3460410557184748,CAN,Data Scientist
BigQuery,8,2.3460410557184748,CAN,Data Scientist
Pig,8,2.3460410557184748,CAN,Data Scientist
Postgresql,8,2.3460410557184748,CAN,Data Scientist
Bioinformatics,8,2.3460410557184748,CAN,Data Scientist
Biology,8,2.3460410557184748,CAN,Data Scientist
storytelling,8,2.3460410557184748,CAN,Data Scientist
Algebra,7,2.0527859237536656,CAN,Data Scientist
Descriptive,7,2.0527859237536656,CAN,Data Scientist
Multivariate,7,2.0527859237536656,CAN,Data Scientist
Distribution,7,2.0527859237536656,CAN,Data Scientist
Maintains,7,2.0527859237536656,CAN,Data Scientist
Theano,7,2.0527859237536656,CAN,Data Scientist
Pharmaceutical,7,2.0527859237536656,CAN,Data Scientist
Hypothesis,7,2.0527859237536656,CAN,Data Scientist
Exploratory,7,2.0527859237536656,CAN,Data Scientist
Extracting,7,2.0527859237536656,CAN,Data Scientist
Profitability,7,2.0527859237536656,CAN,Data Scientist
OpenCV,7,2.0527859237536656,CAN,Data Scientist
EC2,7,2.0527859237536656,CAN,Data Scientist
HTTP,7,2.0527859237536656,CAN,Data Scientist
CAFFE,6,1.7595307917888563,CAN,Data Scientist
Ensemble,6,1.7595307917888563,CAN,Data Scientist
Sampling,6,1.7595307917888563,CAN,Data Scientist
GANs,6,1.7595307917888563,CAN,Data Scientist
MapReduce,6,1.7595307917888563,CAN,Data Scientist
Back-End,6,1.7595307917888563,CAN,Data Scientist
Caffe,6,1.7595307917888563,CAN,Data Scientist
CS,6,1.7595307917888563,CAN,Data Scientist
Population,6,1.7595307917888563,CAN,Data Scientist
GAN,6,1.7595307917888563,CAN,Data Scientist
Bash,6,1.7595307917888563,CAN,Data Scientist
Wrangling,6,1.7595307917888563,CAN,Data Scientist
Trade,6,1.7595307917888563,CAN,Data Scientist
ROI,6,1.7595307917888563,CAN,Data Scientist
MongoDB,6,1.7595307917888563,CAN,Data Scientist
Genomics,6,1.7595307917888563,CAN,Data Scientist
spaCy,6,1.7595307917888563,CAN,Data Scientist
Perl,6,1.7595307917888563,CAN,Data Scientist
Matplotlib,6,1.7595307917888563,CAN,Data Scientist
Shell,6,1.7595307917888563,CAN,Data Scientist
Time-series,6,1.7595307917888563,CAN,Data Scientist
Rank,6,1.7595307917888563,CAN,Data Scientist
M.s,5,1.4662756598240467,CAN,Data Scientist
Julia,5,1.4662756598240467,CAN,Data Scientist
SR.,5,1.4662756598240467,CAN,Data Scientist
Speaking,5,1.4662756598240467,CAN,Data Scientist
Vector,5,1.4662756598240467,CAN,Data Scientist
